"date","NDVI","mission","type","year","yday"
2022-08-05,0.454649780587781,"landsat 8","urban-medium",2022,217
2022-08-12,0.454649780587781,"landsat 8","urban-medium",2022,224
2022-08-19,0.508283475084021,"landsat 8","urban-medium",2022,231
2022-08-21,0.508283475084021,"landsat 8","urban-medium",2022,233
2022-08-28,0.49473546282239,"landsat 8","urban-medium",2022,240
2022-09-06,0.482819772417728,"landsat 8","urban-medium",2022,249
2022-09-13,0.507054446967513,"landsat 8","urban-medium",2022,256
2022-09-20,0.482733541331848,"landsat 8","urban-medium",2022,263
2022-09-22,0.447633494173819,"landsat 8","urban-medium",2022,265
2022-09-29,0.469691994756701,"landsat 8","urban-medium",2022,272
2022-10-06,0.469124502994519,"landsat 8","urban-medium",2022,279
2022-10-08,0.427285659782507,"landsat 8","urban-medium",2022,281
2022-10-15,0.431404785704159,"landsat 8","urban-medium",2022,288
2022-10-22,0.429939518111646,"landsat 8","urban-medium",2022,295
2022-10-24,0.384827472150307,"landsat 8","urban-medium",2022,297
2022-10-31,0.379013365103239,"landsat 8","urban-medium",2022,304
2022-11-07,0.2744021734643,"landsat 8","urban-medium",2022,311
2022-11-09,0.274290630684282,"landsat 8","urban-medium",2022,313
2022-11-16,0.272326818461608,"landsat 8","urban-medium",2022,320
2022-11-23,0.323379864081914,"landsat 8","urban-medium",2022,327
2022-11-25,0.323379864081914,"landsat 8","urban-medium",2022,329
2022-12-02,0.325630108237674,"landsat 8","urban-medium",2022,336
2022-12-18,0.248665380544879,"landsat 8","urban-medium",2022,352
2022-12-25,0.248450544196362,"landsat 8","urban-medium",2022,359
2023-01-10,0.324472987570959,"landsat 8","urban-medium",2023,10
2023-02-04,0.203583498974254,"landsat 8","urban-medium",2023,35
2023-02-11,0.243610027227678,"landsat 8","urban-medium",2023,42
2023-02-13,0.243675075273133,"landsat 8","urban-medium",2023,44
2023-02-20,0.242639138583813,"landsat 8","urban-medium",2023,51
2023-03-01,0.241126598955843,"landsat 8","urban-medium",2023,60
2023-03-08,0.238014184582524,"landsat 8","urban-medium",2023,67
2023-03-15,0.260041886961079,"landsat 8","urban-medium",2023,74
2023-03-24,NA,"landsat 8","urban-medium",2023,83
2023-03-31,0.310391637177326,"landsat 8","urban-medium",2023,90
2023-04-02,0.310391637177326,"landsat 8","urban-medium",2023,92
2023-04-09,0.294217770356726,"landsat 8","urban-medium",2023,99
2023-04-18,0.32925918682615,"landsat 8","urban-medium",2023,108
2023-04-25,0.331195805578314,"landsat 8","urban-medium",2023,115
2023-05-02,0.366376569596548,"landsat 8","urban-medium",2023,122
2023-05-04,0.36561006084319,"landsat 8","urban-medium",2023,124
2023-05-11,0.416469585096375,"landsat 8","urban-medium",2023,131
2023-05-18,0.429915373006687,"landsat 8","urban-medium",2023,138
2023-05-20,0.426353813078477,"landsat 8","urban-medium",2023,140
2023-05-27,0.437125579934508,"landsat 8","urban-medium",2023,147
2023-06-03,0.413594680618804,"landsat 8","urban-medium",2023,154
2023-06-05,0.381790171184241,"landsat 8","urban-medium",2023,156
2023-06-12,0.392795308639847,"landsat 8","urban-medium",2023,163
2023-06-19,0.398254614252048,"landsat 8","urban-medium",2023,170
2023-06-21,0.393470148614154,"landsat 8","urban-medium",2023,172
2023-06-28,0.419667240614176,"landsat 8","urban-medium",2023,179
2023-07-05,0.43601097853039,"landsat 8","urban-medium",2023,186
2023-07-07,0.422112039656554,"landsat 8","urban-medium",2023,188
2023-07-14,0.464762176873879,"landsat 8","urban-medium",2023,195
2023-07-21,0.470196057419873,"landsat 8","urban-medium",2023,202
2023-07-23,0.455846870836046,"landsat 8","urban-medium",2023,204
2023-07-30,0.476115739022971,"landsat 8","urban-medium",2023,211
2023-08-06,0.485765476176962,"landsat 8","urban-medium",2023,218
2023-08-08,0.460674656870385,"landsat 8","urban-medium",2023,220
2023-08-15,0.502689477684535,"landsat 8","urban-medium",2023,227
2023-08-22,0.480948406226316,"landsat 8","urban-medium",2023,234
2023-08-24,0.456767128173747,"landsat 8","urban-medium",2023,236
2023-08-31,0.46289321503064,"landsat 8","urban-medium",2023,243
2023-09-09,0.457665192806143,"landsat 8","urban-medium",2023,252
2023-09-16,0.457783129574611,"landsat 8","urban-medium",2023,259
2023-09-23,0.498306165702151,"landsat 8","urban-medium",2023,266
2023-09-25,0.498179795915181,"landsat 8","urban-medium",2023,268
2023-10-02,0.472690127986565,"landsat 8","urban-medium",2023,275
2023-10-09,0.466985225469063,"landsat 8","urban-medium",2023,282
2023-10-11,0.434963738330122,"landsat 8","urban-medium",2023,284
2023-10-18,0.447110218662428,"landsat 8","urban-medium",2023,291
2023-11-03,NA,"landsat 8","urban-medium",2023,307
2023-11-10,0.353311968352419,"landsat 8","urban-medium",2023,314
2023-11-12,0.353311968352419,"landsat 8","urban-medium",2023,316
2023-11-19,0.366955328975532,"landsat 8","urban-medium",2023,323
2023-11-28,0.285647620083978,"landsat 8","urban-medium",2023,332
2023-12-12,0.299234509038146,"landsat 8","urban-medium",2023,346
2023-12-14,0.299234509038146,"landsat 8","urban-medium",2023,348
2023-12-21,0.298684372315441,"landsat 8","urban-medium",2023,355
2024-01-13,NA,"landsat 8","urban-medium",2024,13
2024-01-15,NA,"landsat 8","urban-medium",2024,15
2024-01-31,NA,"landsat 8","urban-medium",2024,31
2024-02-14,0.293312320130512,"landsat 8","urban-medium",2024,45
2024-02-23,0.268998289976394,"landsat 8","urban-medium",2024,54
2024-03-01,0.271111587434584,"landsat 8","urban-medium",2024,61
2024-03-03,0.259100411077455,"landsat 8","urban-medium",2024,63
2024-03-10,0.294346305699371,"landsat 8","urban-medium",2024,70
2024-03-17,0.296766302134661,"landsat 8","urban-medium",2024,77
2024-03-19,0.274008227642318,"landsat 8","urban-medium",2024,79
2024-03-26,0.273567507465663,"landsat 8","urban-medium",2024,86
2024-04-20,0.423329398129177,"landsat 8","urban-medium",2024,111
2024-04-27,0.404712233206229,"landsat 8","urban-medium",2024,118
2024-05-04,0.407183951228154,"landsat 8","urban-medium",2024,125
2024-05-06,0.417764487638541,"landsat 8","urban-medium",2024,127
2024-05-13,0.44635236992919,"landsat 8","urban-medium",2024,134
2024-05-22,0.445841663752569,"landsat 8","urban-medium",2024,143
2024-05-29,0.468905135498985,"landsat 8","urban-medium",2024,150
2024-06-05,0.47007317888528,"landsat 8","urban-medium",2024,157
2024-06-07,0.444106262007232,"landsat 8","urban-medium",2024,159
2024-06-14,0.463996822092867,"landsat 8","urban-medium",2024,166
2024-06-21,0.463420614429292,"landsat 8","urban-medium",2024,173
2024-06-23,0.494636226991895,"landsat 8","urban-medium",2024,175
2024-06-30,0.48214270204938,"landsat 8","urban-medium",2024,182
2024-07-07,0.482136166564812,"landsat 8","urban-medium",2024,189
2024-07-09,0.665582875482296,"landsat 8","urban-medium",2024,191
2024-07-16,0.48326970300497,"landsat 8","urban-medium",2024,198
2024-07-23,0.479843963027262,"landsat 8","urban-medium",2024,205
2024-07-25,0.456662630405508,"landsat 8","urban-medium",2024,207
2024-08-08,0.443844831157662,"landsat 8","urban-medium",2024,221
2024-08-10,0.443844831157662,"landsat 8","urban-medium",2024,223
2024-08-17,0.467466991232617,"landsat 8","urban-medium",2024,230
2024-08-24,0.477997440336522,"landsat 8","urban-medium",2024,237
2024-08-26,0.452790072612718,"landsat 8","urban-medium",2024,239
2024-09-02,0.457141549077039,"landsat 8","urban-medium",2024,246
2024-09-09,0.446822045227396,"landsat 8","urban-medium",2024,253
2024-09-11,0.419393152250452,"landsat 8","urban-medium",2024,255
2024-09-18,0.414202557049629,"landsat 8","urban-medium",2024,262
2024-09-25,0.407889985849094,"landsat 8","urban-medium",2024,269
2024-09-27,0.435434720124066,"landsat 8","urban-medium",2024,271
2024-10-04,0.443436838438546,"landsat 8","urban-medium",2024,278
2024-10-11,0.441406650528045,"landsat 8","urban-medium",2024,285
2024-10-13,0.410124575586493,"landsat 8","urban-medium",2024,287
2024-10-20,0.417334491142383,"landsat 8","urban-medium",2024,294
2024-10-27,0.399491187975327,"landsat 8","urban-medium",2024,301
2024-10-29,0.365218527340172,"landsat 8","urban-medium",2024,303
2024-11-12,0.381772534413771,"landsat 8","urban-medium",2024,317
2024-11-30,0.330236098977228,"landsat 8","urban-medium",2024,335
2024-12-07,0.299206079681541,"landsat 8","urban-medium",2024,342
2024-12-30,0.370674563921648,"landsat 8","urban-medium",2024,365
2025-01-08,0.260136236875848,"landsat 8","urban-medium",2025,8
2025-01-15,0.2606214918321,"landsat 8","urban-medium",2025,15
2025-01-17,0.229976080664068,"landsat 8","urban-medium",2025,17
2025-01-24,0.222625185659236,"landsat 8","urban-medium",2025,24
2025-01-31,0.216941736423606,"landsat 8","urban-medium",2025,31
2021-11-03,0.405072755889746,"landsat 9","urban-medium",2021,307
2021-11-08,0.405072755889746,"landsat 9","urban-medium",2021,312
2021-11-18,NA,"landsat 9","urban-medium",2021,322
2021-12-14,0.328314792538925,"landsat 9","urban-medium",2021,348
2021-12-16,0.328314792538925,"landsat 9","urban-medium",2021,350
2021-12-23,0.328314792538925,"landsat 9","urban-medium",2021,357
2022-01-15,0.0769272547303921,"landsat 9","urban-medium",2022,15
2022-01-31,0.0423730267877025,"landsat 9","urban-medium",2022,31
2022-02-09,0.274955376631111,"landsat 9","urban-medium",2022,40
2022-02-18,0.315753845235852,"landsat 9","urban-medium",2022,49
2022-02-25,0.289621390005543,"landsat 9","urban-medium",2022,56
2022-03-04,0.298713258574952,"landsat 9","urban-medium",2022,63
2022-03-06,0.309155372325322,"landsat 9","urban-medium",2022,65
2022-03-20,0.254752390528891,"landsat 9","urban-medium",2022,79
2022-04-05,NA,"landsat 9","urban-medium",2022,95
2022-04-14,0.317381537053804,"landsat 9","urban-medium",2022,104
2022-04-21,0.317488163126564,"landsat 9","urban-medium",2022,111
2022-04-23,0.295876429772224,"landsat 9","urban-medium",2022,113
2022-05-07,0.343041184671369,"landsat 9","urban-medium",2022,127
2022-05-09,0.343041184671369,"landsat 9","urban-medium",2022,129
2022-05-16,0.42036330162931,"landsat 9","urban-medium",2022,136
2022-05-23,0.440077258289826,"landsat 9","urban-medium",2022,143
2022-06-01,NA,"landsat 9","urban-medium",2022,152
2022-06-10,0.428381900602681,"landsat 9","urban-medium",2022,161
2022-06-17,0.459798767647343,"landsat 9","urban-medium",2022,168
2022-06-24,0.45896986477881,"landsat 9","urban-medium",2022,175
2022-06-26,0.43185147209807,"landsat 9","urban-medium",2022,177
2022-07-03,0.439179952652329,"landsat 9","urban-medium",2022,184
2022-07-10,0.439386867832436,"landsat 9","urban-medium",2022,191
2022-07-12,0.434085712777371,"landsat 9","urban-medium",2022,193
2022-07-19,0.458915794919558,"landsat 9","urban-medium",2022,200
2022-07-26,0.463758866710472,"landsat 9","urban-medium",2022,207
2022-07-28,0.486232994193685,"landsat 9","urban-medium",2022,209
2022-08-04,0.498804811668587,"landsat 9","urban-medium",2022,216
2022-08-11,0.545500216518245,"landsat 9","urban-medium",2022,223
2022-08-13,0.53492868159146,"landsat 9","urban-medium",2022,225
2022-08-20,NA,"landsat 9","urban-medium",2022,232
2022-08-27,0.444983724186386,"landsat 9","urban-medium",2022,239
2022-08-29,0.444983724186386,"landsat 9","urban-medium",2022,241
2022-09-05,0.491724114939978,"landsat 9","urban-medium",2022,248
2022-09-14,0.447850157064125,"landsat 9","urban-medium",2022,257
2022-09-21,0.456578253270666,"landsat 9","urban-medium",2022,264
2022-09-28,0.451848976628176,"landsat 9","urban-medium",2022,271
2022-09-30,0.438121390039296,"landsat 9","urban-medium",2022,273
2022-10-07,0.456713628696252,"landsat 9","urban-medium",2022,280
2022-10-14,0.475548134512258,"landsat 9","urban-medium",2022,287
2022-10-16,0.443436008534336,"landsat 9","urban-medium",2022,289
2022-10-23,0.375397596305747,"landsat 9","urban-medium",2022,296
2022-10-30,0.373899821478759,"landsat 9","urban-medium",2022,303
2022-11-01,0.348597280954422,"landsat 9","urban-medium",2022,305
2022-11-08,0.361605681208666,"landsat 9","urban-medium",2022,312
2022-11-17,0.320341199639156,"landsat 9","urban-medium",2022,321
2022-11-24,0.320341199639156,"landsat 9","urban-medium",2022,328
2022-12-01,0.290880864990857,"landsat 9","urban-medium",2022,335
2022-12-03,0.290880864990856,"landsat 9","urban-medium",2022,337
2022-12-19,0.443226605653763,"landsat 9","urban-medium",2022,353
2022-12-26,0.218710206011371,"landsat 9","urban-medium",2022,360
2023-01-02,0.218355101325809,"landsat 9","urban-medium",2023,2
2023-01-04,NA,"landsat 9","urban-medium",2023,4
2023-01-11,0.311392139449995,"landsat 9","urban-medium",2023,11
2023-01-18,0.311392139449995,"landsat 9","urban-medium",2023,18
2023-02-03,0.193216335203326,"landsat 9","urban-medium",2023,34
2023-02-05,0.193216335203326,"landsat 9","urban-medium",2023,36
2023-02-12,0.258584802270755,"landsat 9","urban-medium",2023,43
2023-02-19,0.257418809905782,"landsat 9","urban-medium",2023,50
2023-02-21,0.218816389477489,"landsat 9","urban-medium",2023,52
2023-03-07,0.262792601468933,"landsat 9","urban-medium",2023,66
2023-03-09,0.262792601468933,"landsat 9","urban-medium",2023,68
2023-04-08,0.239075418969632,"landsat 9","urban-medium",2023,98
2023-04-10,0.239075418969632,"landsat 9","urban-medium",2023,100
2023-04-24,0.353457512251123,"landsat 9","urban-medium",2023,114
2023-04-26,0.353457512251123,"landsat 9","urban-medium",2023,116
2023-05-03,0.38751221446728,"landsat 9","urban-medium",2023,123
2023-05-10,0.39383408342414,"landsat 9","urban-medium",2023,130
2023-05-12,0.43112441706684,"landsat 9","urban-medium",2023,132
2023-05-19,0.558508932843802,"landsat 9","urban-medium",2023,139
2023-05-26,0.457432724178328,"landsat 9","urban-medium",2023,146
2023-05-28,0.408960612019352,"landsat 9","urban-medium",2023,148
2023-06-04,0.408621158730086,"landsat 9","urban-medium",2023,155
2023-06-13,NA,"landsat 9","urban-medium",2023,164
2023-06-20,0.410680067925386,"landsat 9","urban-medium",2023,171
2023-06-27,0.411838218084051,"landsat 9","urban-medium",2023,178
2023-06-29,0.399068289632709,"landsat 9","urban-medium",2023,180
2023-07-06,0.448577059325085,"landsat 9","urban-medium",2023,187
2023-07-13,0.456374517280066,"landsat 9","urban-medium",2023,194
2023-07-15,0.444649868130792,"landsat 9","urban-medium",2023,196
2023-07-22,0.472573937107389,"landsat 9","urban-medium",2023,203
2023-07-29,0.482580927358513,"landsat 9","urban-medium",2023,210
2023-07-31,0.474946320011178,"landsat 9","urban-medium",2023,212
2023-08-07,0.489870380832112,"landsat 9","urban-medium",2023,219
2023-08-14,0.468817459337597,"landsat 9","urban-medium",2023,226
2023-08-16,0.464902206248302,"landsat 9","urban-medium",2023,228
2023-08-23,0.481158975103557,"landsat 9","urban-medium",2023,235
2023-08-30,0.475321443161554,"landsat 9","urban-medium",2023,242
2023-09-01,0.441277004248102,"landsat 9","urban-medium",2023,244
2023-09-15,0.46106368123912,"landsat 9","urban-medium",2023,258
2023-09-17,0.46106368123912,"landsat 9","urban-medium",2023,260
2023-09-24,0.470567389195876,"landsat 9","urban-medium",2023,267
2023-10-01,0.464337697034626,"landsat 9","urban-medium",2023,274
2023-10-03,0.449856127242912,"landsat 9","urban-medium",2023,276
2023-10-10,0.465688018853655,"landsat 9","urban-medium",2023,283
2023-10-17,0.470104440947879,"landsat 9","urban-medium",2023,290
2023-11-02,0.401719187073202,"landsat 9","urban-medium",2023,306
2023-11-04,0.401719187073202,"landsat 9","urban-medium",2023,308
2023-11-11,0.382436236007418,"landsat 9","urban-medium",2023,315
2023-11-18,0.37804297416688,"landsat 9","urban-medium",2023,322
2023-11-20,0.379764685674413,"landsat 9","urban-medium",2023,324
2023-11-27,0.27607198421159,"landsat 9","urban-medium",2023,331
2023-12-06,NA,"landsat 9","urban-medium",2023,340
2023-12-13,0.330299756087415,"landsat 9","urban-medium",2023,347
2023-12-20,0.330174114957678,"landsat 9","urban-medium",2023,354
2023-12-29,NA,"landsat 9","urban-medium",2023,363
2024-01-05,NA,"landsat 9","urban-medium",2024,5
2024-01-14,0.137896389394857,"landsat 9","urban-medium",2024,14
2024-01-21,0.137896389394857,"landsat 9","urban-medium",2024,21
2024-02-06,0.254952667634414,"landsat 9","urban-medium",2024,37
2024-02-08,0.254952667634414,"landsat 9","urban-medium",2024,39
2024-02-15,0.258764984544409,"landsat 9","urban-medium",2024,46
2024-02-22,0.219109510524947,"landsat 9","urban-medium",2024,53
2024-02-24,0.202026478804248,"landsat 9","urban-medium",2024,55
2024-03-02,0.28139537979326,"landsat 9","urban-medium",2024,62
2024-03-09,0.284088093442199,"landsat 9","urban-medium",2024,69
2024-03-11,0.273237119202838,"landsat 9","urban-medium",2024,71
2024-03-27,0.289436418036149,"landsat 9","urban-medium",2024,87
2024-04-10,0.329591698487135,"landsat 9","urban-medium",2024,101
2024-04-12,0.329591698487135,"landsat 9","urban-medium",2024,103
2024-04-19,0.385032971728372,"landsat 9","urban-medium",2024,110
2024-04-26,0.388556556775635,"landsat 9","urban-medium",2024,117
2024-04-28,NA,"landsat 9","urban-medium",2024,119
2024-05-05,0.459784653160231,"landsat 9","urban-medium",2024,126
2024-05-12,0.459665437980388,"landsat 9","urban-medium",2024,133
2024-05-14,0.455559613778955,"landsat 9","urban-medium",2024,135
2024-05-21,0.42955762411597,"landsat 9","urban-medium",2024,142
2024-05-28,0.444147871831605,"landsat 9","urban-medium",2024,149
2024-05-30,0.451326302902654,"landsat 9","urban-medium",2024,151
2024-06-06,0.465358877326334,"landsat 9","urban-medium",2024,158
2024-06-13,0.463688865562761,"landsat 9","urban-medium",2024,165
2024-06-15,0.483566509653683,"landsat 9","urban-medium",2024,167
2024-06-22,0.452871769014728,"landsat 9","urban-medium",2024,174
2024-06-29,0.447187215648354,"landsat 9","urban-medium",2024,181
2024-07-01,0.438419546313663,"landsat 9","urban-medium",2024,183
2024-07-08,0.463532725180622,"landsat 9","urban-medium",2024,190
2024-07-15,0.481341248406283,"landsat 9","urban-medium",2024,197
2024-07-17,0.450016067249535,"landsat 9","urban-medium",2024,199
2024-07-24,0.448451374253608,"landsat 9","urban-medium",2024,206
2024-07-31,0.567466530899026,"landsat 9","urban-medium",2024,213
2024-08-02,0.562492407573377,"landsat 9","urban-medium",2024,215
2024-08-09,0.457907595075332,"landsat 9","urban-medium",2024,222
2024-08-16,0.458318526008546,"landsat 9","urban-medium",2024,229
2024-08-18,0.55830877332448,"landsat 9","urban-medium",2024,231
2024-08-25,0.459388057422563,"landsat 9","urban-medium",2024,238
2024-09-01,0.458989327763015,"landsat 9","urban-medium",2024,245
2024-09-03,0.437058623891585,"landsat 9","urban-medium",2024,247
2024-09-10,0.447731769734107,"landsat 9","urban-medium",2024,254
2024-09-17,0.437840784031144,"landsat 9","urban-medium",2024,261
2024-09-19,0.394321534427103,"landsat 9","urban-medium",2024,263
2024-09-26,0.419337024382264,"landsat 9","urban-medium",2024,270
2024-10-03,0.423154934266786,"landsat 9","urban-medium",2024,277
2024-10-05,0.408986521835251,"landsat 9","urban-medium",2024,279
2024-10-12,0.406800124039059,"landsat 9","urban-medium",2024,286
2024-10-19,0.403884558451565,"landsat 9","urban-medium",2024,293
2024-10-21,0.402708502482666,"landsat 9","urban-medium",2024,295
2024-10-28,0.379478783799166,"landsat 9","urban-medium",2024,302
2024-11-13,NA,"landsat 9","urban-medium",2024,318
2024-11-20,0.36162323653431,"landsat 9","urban-medium",2024,325
2024-11-29,0.511288806485292,"landsat 9","urban-medium",2024,334
2024-12-06,0.307228657515254,"landsat 9","urban-medium",2024,341
2024-12-08,0.307225673726781,"landsat 9","urban-medium",2024,343
2024-12-22,NA,"landsat 9","urban-medium",2024,357
2024-12-24,NA,"landsat 9","urban-medium",2024,359
2025-01-07,0.250284907030656,"landsat 9","urban-medium",2025,7
2025-01-09,0.250284907030656,"landsat 9","urban-medium",2025,9
2025-01-16,0.263022210734161,"landsat 9","urban-medium",2025,16
2025-01-23,0.238925375648323,"landsat 9","urban-medium",2025,23
2025-01-25,0.197826259232909,"landsat 9","urban-medium",2025,25
2025-02-01,0.200626350785425,"landsat 9","urban-medium",2025,32
2001-01-05,NA,"landsat 7","urban-medium",2001,5
2001-01-07,NA,"landsat 7","urban-medium",2001,7
2001-01-21,0.055734677969664,"landsat 7","urban-medium",2001,21
2001-01-23,0.055734677969664,"landsat 7","urban-medium",2001,23
2001-02-06,NA,"landsat 7","urban-medium",2001,37
2001-02-15,NA,"landsat 7","urban-medium",2001,46
2001-03-03,0.159162361228554,"landsat 7","urban-medium",2001,62
2001-03-10,0.159131067952329,"landsat 7","urban-medium",2001,69
2001-03-19,NA,"landsat 7","urban-medium",2001,78
2001-03-26,0.137101130925699,"landsat 7","urban-medium",2001,85
2001-03-28,0.137101130925699,"landsat 7","urban-medium",2001,87
2001-04-04,0.188811057883923,"landsat 7","urban-medium",2001,94
2001-04-13,0.264042825022455,"landsat 7","urban-medium",2001,103
2001-04-20,0.257224370170443,"landsat 7","urban-medium",2001,110
2001-04-27,0.326183733498302,"landsat 7","urban-medium",2001,117
2001-04-29,0.3481241314272,"landsat 7","urban-medium",2001,119
2001-05-06,0.348125385396451,"landsat 7","urban-medium",2001,126
2001-05-13,0.412757427647963,"landsat 7","urban-medium",2001,133
2001-05-15,0.412757427647963,"landsat 7","urban-medium",2001,135
2001-05-22,0.42173126107252,"landsat 7","urban-medium",2001,142
2001-05-29,0.436915241357721,"landsat 7","urban-medium",2001,149
2001-05-31,0.407574992653253,"landsat 7","urban-medium",2001,151
2001-06-07,0.443319374744947,"landsat 7","urban-medium",2001,158
2001-06-14,0.433143265569356,"landsat 7","urban-medium",2001,165
2001-06-16,0.432947921617116,"landsat 7","urban-medium",2001,167
2001-06-23,0.443440042801528,"landsat 7","urban-medium",2001,174
2001-06-30,0.435593447027068,"landsat 7","urban-medium",2001,181
2001-07-02,0.414792132050889,"landsat 7","urban-medium",2001,183
2001-07-09,0.417095048167941,"landsat 7","urban-medium",2001,190
2001-07-16,0.41745403262471,"landsat 7","urban-medium",2001,197
2001-07-18,0.399279537104785,"landsat 7","urban-medium",2001,199
2001-08-01,0.420227326152597,"landsat 7","urban-medium",2001,213
2001-08-03,0.420227326152597,"landsat 7","urban-medium",2001,215
2001-08-17,0.428259670361688,"landsat 7","urban-medium",2001,229
2001-08-26,0.474365005806513,"landsat 7","urban-medium",2001,238
2001-09-02,0.464346432357319,"landsat 7","urban-medium",2001,245
2001-09-04,0.457542178949444,"landsat 7","urban-medium",2001,247
2001-09-11,0.454779894149784,"landsat 7","urban-medium",2001,254
2001-09-18,0.454288915249648,"landsat 7","urban-medium",2001,261
2001-09-20,0.455821359157701,"landsat 7","urban-medium",2001,263
2001-09-27,0.449163332052288,"landsat 7","urban-medium",2001,270
2001-10-06,0.411503403222253,"landsat 7","urban-medium",2001,279
2001-10-20,NA,"landsat 7","urban-medium",2001,293
2001-10-22,NA,"landsat 7","urban-medium",2001,295
2001-10-29,0.334673380130204,"landsat 7","urban-medium",2001,302
2001-11-05,0.32565037107719,"landsat 7","urban-medium",2001,309
2001-11-07,0.28897642810252,"landsat 7","urban-medium",2001,311
2001-11-14,0.288395402948283,"landsat 7","urban-medium",2001,318
2001-11-21,0.290855758326583,"landsat 7","urban-medium",2001,325
2001-11-23,0.297755702151652,"landsat 7","urban-medium",2001,327
2001-12-07,0.284550323734276,"landsat 7","urban-medium",2001,341
2001-12-09,0.284550323734276,"landsat 7","urban-medium",2001,343
2001-12-23,0.141339677517465,"landsat 7","urban-medium",2001,357
2001-12-25,0.141339677517465,"landsat 7","urban-medium",2001,359
2002-01-08,0.189141589988534,"landsat 7","urban-medium",2002,8
2002-01-10,0.189141589988534,"landsat 7","urban-medium",2002,10
2002-01-17,0.0811785409223513,"landsat 7","urban-medium",2002,17
2002-01-24,0.218240246664906,"landsat 7","urban-medium",2002,24
2002-01-26,0.219666060728578,"landsat 7","urban-medium",2002,26
2002-02-02,0.219799095488895,"landsat 7","urban-medium",2002,33
2002-02-09,0.151800084738894,"landsat 7","urban-medium",2002,40
2002-02-11,0.15180132366141,"landsat 7","urban-medium",2002,42
2002-02-18,0.15449210365986,"landsat 7","urban-medium",2002,49
2002-02-27,0.0243384116358442,"landsat 7","urban-medium",2002,58
2002-03-06,0.0240826712214194,"landsat 7","urban-medium",2002,65
2002-03-13,0.15768217758455,"landsat 7","urban-medium",2002,72
2002-03-15,0.158500559111057,"landsat 7","urban-medium",2002,74
2002-03-22,0.206283031639221,"landsat 7","urban-medium",2002,81
2002-03-29,0.206310783405739,"landsat 7","urban-medium",2002,88
2002-03-31,0.168781291649395,"landsat 7","urban-medium",2002,90
2002-04-14,0.257804055322754,"landsat 7","urban-medium",2002,104
2002-04-16,0.257804055322754,"landsat 7","urban-medium",2002,106
2002-04-23,0.321234900388804,"landsat 7","urban-medium",2002,113
2002-04-30,0.339434472089513,"landsat 7","urban-medium",2002,120
2002-05-02,0.203413739669096,"landsat 7","urban-medium",2002,122
2002-05-09,0.380245339892401,"landsat 7","urban-medium",2002,129
2002-05-18,0.399821615014472,"landsat 7","urban-medium",2002,138
2002-06-01,0.403621463305678,"landsat 7","urban-medium",2002,152
2002-06-03,0.403621463305678,"landsat 7","urban-medium",2002,154
2002-06-10,0.407860001411634,"landsat 7","urban-medium",2002,161
2002-06-17,0.407860001411634,"landsat 7","urban-medium",2002,168
2002-06-19,NA,"landsat 7","urban-medium",2002,170
2002-06-26,0.437730198598005,"landsat 7","urban-medium",2002,177
2002-07-03,0.418135065809371,"landsat 7","urban-medium",2002,184
2002-07-05,0.412381952146137,"landsat 7","urban-medium",2002,186
2002-07-12,0.41196979426125,"landsat 7","urban-medium",2002,193
2002-07-19,0.415251569568699,"landsat 7","urban-medium",2002,200
2002-07-21,0.38985577174083,"landsat 7","urban-medium",2002,202
2002-07-28,0.378283085894773,"landsat 7","urban-medium",2002,209
2002-08-04,0.411510032297393,"landsat 7","urban-medium",2002,216
2002-08-06,0.413194696175103,"landsat 7","urban-medium",2002,218
2002-08-13,0.403864039490814,"landsat 7","urban-medium",2002,225
2002-08-20,0.374137975909549,"landsat 7","urban-medium",2002,232
2002-08-22,0.441069627529055,"landsat 7","urban-medium",2002,234
2002-08-29,0.428524936643951,"landsat 7","urban-medium",2002,241
2002-09-05,0.428221438509156,"landsat 7","urban-medium",2002,248
2002-09-07,0.416044329992384,"landsat 7","urban-medium",2002,250
2002-09-14,0.405658532815701,"landsat 7","urban-medium",2002,257
2002-09-21,0.406856742562159,"landsat 7","urban-medium",2002,264
2002-09-23,0.418607067151739,"landsat 7","urban-medium",2002,266
2002-09-30,0.420919742869502,"landsat 7","urban-medium",2002,273
2002-10-07,0.419631522377649,"landsat 7","urban-medium",2002,280
2002-10-16,0.363947027958656,"landsat 7","urban-medium",2002,289
2002-11-01,0.358709540111733,"landsat 7","urban-medium",2002,305
2002-11-08,0.358709529898708,"landsat 7","urban-medium",2002,312
2002-11-17,0.287095517462574,"landsat 7","urban-medium",2002,321
2002-11-24,0.287095517462573,"landsat 7","urban-medium",2002,328
2002-12-03,0.103162447536331,"landsat 7","urban-medium",2002,337
2002-12-10,0.175154648112682,"landsat 7","urban-medium",2002,344
2002-12-19,0.297010086448852,"landsat 7","urban-medium",2002,353
2002-12-26,0.293251970471635,"landsat 7","urban-medium",2002,360
2002-12-28,0.220917936553716,"landsat 7","urban-medium",2002,362
2003-01-04,0.181324248168,"landsat 7","urban-medium",2003,4
2003-01-11,0.190125927896643,"landsat 7","urban-medium",2003,11
2003-01-13,0.209839405489954,"landsat 7","urban-medium",2003,13
2003-01-20,0.211026559568819,"landsat 7","urban-medium",2003,20
2003-01-29,NA,"landsat 7","urban-medium",2003,29
2003-02-05,0.1758446428961,"landsat 7","urban-medium",2003,36
